id,province_id,name,latitude,longitude
6111,61,KAB. KAYONG UTARA,-1.43711,110.79781
6112,61,KAB. KUBU RAYA,0.01637,109.33731
6171,61,KOTA PONTIANAK,-0.08333,109.36667
6172,61,KOTA SINGKAWANG,0.90734,109.00103
6201,62,KAB. KOTAWARINGIN BARAT,-2.4,111.73333
6202,62,KAB. KOTAWARINGIN TIMUR,-2.08333,112.75
6203,62,KAB. KAPUAS,-2.01667,114.38333
6204,62,KAB. BARITO SELATAN,-1.86667,114.73333
6205,62,KAB. BARITO UTARA,-0.98333,115.1
6206,62,KAB. SUKAMARA,-2.62675,111.23681
6207,62,KAB. LAMANDAU,-1.83828,111.2869
6208,62,KAB. SERUYAN,-2.33333,112.25
6209,62,KAB. KATINGAN,-2.06667,113.4
6210,62,KAB. PULANG PISAU,-3.11858,113.8623
6211,62,KAB. GUNUNG MAS,-0.95,113.5
6212,62,KAB. BARITO TIMUR,-1.93333,115.1
6213,62,KAB. MURUNG RAYA,-0.01667,114.26667
6271,62,KOTA PALANGKA RAYA,-1.76979,113.73126
6301,63,KAB. TANAH LAUT,-3.88333,114.86667
6302,63,KAB. KOTA BARU,-3,116
6303,63,KAB. BANJAR,-3.31667,115.08333
6304,63,KAB. BARITO KUALA,-3.08333,114.61667
6305,63,KAB. TAPIN,-2.91667,115.03333
6306,63,KAB. HULU SUNGAI SELATAN,-2.75,115.2
6307,63,KAB. HULU SUNGAI TENGAH,-2.61667,115.41667
6308,63,KAB. HULU SUNGAI UTARA,-2.45,115.13333
6309,63,KAB. TABALONG,-1.88333,115.5
6310,63,KAB. TANAH BUMBU,-3.45413,115.70372
6311,63,KAB. BALANGAN,-2.32314,115.62922
6371,63,KOTA BANJARMASIN,-3.32444,114.59102
6372,63,KOTA BANJAR BARU,-3.41667,114.83333
6401,64,KAB. PASER,-1.43517,116.23535
6402,64,KAB. KUTAI BARAT,-0.59417,115.51575
